Key,Item Type,Publication Year,authors,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,keywords,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
9EPD2XXS,journalArticle,2016,"McLay, Jessica; Lay-Yee, Roy; Milne, Barry; Davis, Peter",Regression-Style Models for Parameter Estimation in Dynamic Microsimulation: An Empirical Performance Assessment,International Journal of Microsimulation,,,10.34196/ijm.00117,,"Microsimulation models seek to represent real-world processes and can generate extensive amounts of synthetic data. The parameters that drive the data generation process are often estimated by statistical models, such as linear regression models. There are many models that could be considered for this purpose. We compare six potential models, discuss the assumptions of these models, and perform an empirical assessment that compares synthetic data simulated from these models with observed data. We chose six regression-style models that can be easily implemented in standard statistical software: an ordinary least squares regression model with a lagged dependent variable, two random effects models (with and without an autoregressive order 1within-unit error structure), a fixed effects model, a hybrid model combining features from both fixed and random effects models, and a dynamic panel model estimated with system generalised method of moments. The criterion for good performance was the proximity of fit of simulated data to the observed data on various characteristics. We found evidence of violated assumptions in our data for all the models but found that, for the majority of data characteristics assessed, all the models produced synthetic data that were a reasonable approximation to the observed data, with some models performing better or worse for particular characteristics. We hope more modellers will consider and test the assumptions of models used for parameter estimation and experiment with different model specifications resulting in higher quality microsimulation models and other research applications.",1/01/2016,22/06/2022 23:46,22/06/2022 23:46,,83-127,,,8,,International Journal of Microsimulation,Regression-Style Models for Parameter Estimation in Dynamic Microsimulation,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Peter-Davis-4/publication/311928191_Regression-Style_Models_for_Parameter_Estimation_in_Dynamic_Microsimulation_An_Empirical_Performance_Assessment/links/5f2e7677a6fdcccc43b32661/Regression-Style-Models-for-Parameter-Estimation-in-Dynamic-Microsimulation-An-Empirical-Performance-Assessment.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCWLBRNN,conferencePaper,2015,"Cecioni, Marco; O'Sullivan, Michael",Numerical simulations of hypothetical enhanced geothermal systems,Proceedings 37th New Zealand Geothermal Workshop,,,,,,18/11/2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Michael-Osullivan-28/publication/298362288_Numerical_simulations_of_hypothetical_enhanced_geothermal_systems/links/56e8d03408ae9bcb3e1ce660/Numerical-simulations-of-hypothetical-enhanced-geothermal-systems.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37th New Zealand Geothermal Workshop,,,,,,,,,,,,,,,
SQ5VP6EI,conferencePaper,2015,"Saptadji, Nenny; Krzyzosiak, W.; O'Sullivan, John; O'Sullivan, Michael",Numerical experiments with computer models of geysers,Proceedings 37th New Zealand Geothermal Workshop,,,,,,18/11/2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Michael-Osullivan-28/publication/298362148_Numerical_experiments_with_computer_models_of_geysers/links/56e8cfd108aec65cb45eda03/Numerical-experiments-with-computer-models-of-geysers.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37th New Zealand Geothermal Workshop,,,,,,,,,,,,,,,
CPX3WCPD,journalArticle,2015,"Sumantoro, Zakaria Z; Yeh, Angus; O’Sullivan, John P; O’Sullivan, Mike J","Reservoir Modelling of Lahendong Geothermal Field, Sulawesi -",New Zealand,,,,,"Lahendong is a geothermal system in North Sulawesi, Indonesia, which has been generating electricity since 2001. Since this field is likely to be developed further, it is important to perform reservoir modelling of Lahendong to improve understanding of the characteristics of the field and to provide better estimates of its production capacity.",2015,22/06/2022 23:46,22/06/2022 23:46,,8,,,,,,,,,,,,,en,,,,,Zotero,,,,"C:\Users\User\Zotero\storage\C7N2K5HJ\Sumantoro et al. - 2015 - RESERVOIR MODELLING OF LAHENDONG GEOTHERMAL FIELD,.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BTLBCP2,conferencePaper,2015,"O'Sullivan, Michael J.",Predictive uncertainty estimates in geothermal reservoir models using linear analysis,Proceedings 37th New Zealand Geothermal Workshop,,,,,,2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37th New Zealand Geothermal Workshop,,,,,,,,,,,,,,,
W9LSZJ7M,conferencePaper,2015,"Bjarkason, Elvar; O'Sullivan, Michael; O'Sullivan, John",Improved sensitivity calculations,Proceedings 37th New Zealand Geothermal Workshop,,,,,"Model sensitivities are a measure of how specific model results vary with selected model parameters (such as permeability and porosity). They are important for parameterizing numerical models, automatic history matching and uncertainty quantification of model predictions. However, the current way of evaluating model sensitivities using finite differencing does not scale well for large and highly nonlinear geothermal reservoir simulations. Alternatively model sensitivities may be generated by solving related linear problems forward or backward in time. The method of choice depends on the dimensionality of the parameter and observation spaces. The proposed linear methods were tested on one-dimensional transient two-phase flow problems, solved using the TOUGH2 simulator. Results of the forward and backward propagating methods were compared with those found by using simple, but computationally expensive, finite differencing.",18/11/2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Elvar-Bjarkason/publication/298361529_Improved_sensitivity_calculations/links/5930fc4da6fdcc89e787864e/Improved-sensitivity-calculations.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37th New Zealand Geothermal Workshop,,,,,,,,,,,,,,,
7QIMUGU4,conferencePaper,2015,"Pogacnik, Justin; O'Sullivan, Michael; O'Sullivan, John",Linking TOUGH2 and ABAQUS to model permeability enhancement using a damage mechanics approach,Proceedings World Geothermal Congress,,,,,,20/04/2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/John-Osullivan-5/publication/275652197_Linking_TOUGH2_and_ABAQUS_to_model_permeability_enhancement_using_a_damage_mechanics_approach/links/57c3699608aeda1ec3919645/Linking-TOUGH2-and-ABAQUS-to-model-permeability-enhancement-using-a-damage-mechanics-approach.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
FJ7HYKCQ,conferencePaper,2015,"Austria Jr., Jaime Jemuel C.; O'Sullivan, Michael J.",Dual porosity models of a two-phase geothermal reservoir,Proceedings World Geothermal Congress,,,,,,2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
Q7M4IFTK,conferencePaper,2015,"Burnell, John; O’Sullivan, Mike; O’Sullivan, John; Kissling, Warwick; Croucher, Adrian; Pogacnik, Justin; Caldwell, Grant; Ellis, Susan; Zarrouk, Sadiq; Climo, Melissa","Geothermal Supermodels: the Next Generation of Integrated Geophysical, Chemical and Flow Simulation Modelling Tools",Proceedings World Geothermal Congress,,,,,"Existing geothermal modelling tools were designed over 25 years ago and are increasingly unable to cope with modern demands, both in computational practicality and in resolving scientific and resource specific questions. Today, numerical models are used for financial project planning and geothermal field management, and are required to be considerably more detailed than previous generations of models.",2015,22/06/2022 23:46,22/06/2022 23:46,,8,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\User\Zotero\storage\W9EMKSA7\Burnell et al. - Geothermal Supermodels the Next Generation of Int.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
PVF92CQ4,conferencePaper,2015,"Ratouis, Thomas M P; O’Sullivan, Michael J; O’Sullivan, John P",Modelling the Effects of Seasonal Variations in Rainfall and Production Upon the Aquifer and Surface Features of Rotorua Geothermal Field,Proceedings World Geothermal Congress,,,,,"The Rotorua geothermal field is a shallow geothermal reservoir lying directly beneath the Rotorua city in New Zealand. It is renowned for its abundance of natural geothermal manifestations including the geysers and hot springs at Whakarewarewa. Intensive extraction of the geothermal fluid in the 1970s led to a general decline of the activity of the surface features. In 1982 an extensive Monitoring Programme was initiated to provide insight into the system behaviour and response to geothermal production. Its conclusions led to the 1986 Wellbore Closure Programme that resulted in the recovery of reservoir pressures and many of the surface features. The monitoring programme continues through to the current day and efforts to provide a robust numerical model of the geothermal aquifer and surface features are ongoing. Annual and seasonal variations impacting the state of the field (e.g. production and reinjection rates, precipitation) have been included in University of Auckland (UOA) models: UOAAnnual and UOA Seasonal. The results show the inclusion of these effects in the model is important for accurately representing the complexity of the Rotorua system and thus making the model useful for assisting with sustainable management of the resource.",2015,22/06/2022 23:46,22/06/2022 23:46,,12,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\User\Zotero\storage\9ZDAWQUQ\Ratouis et al. - Modelling the Effects of Seasonal Variations in Ra.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
YGUQQLH6,conferencePaper,2015,"O'Sullivan, Michael; Clearwater, E.K.; Yeh, Angus; O'Sullivan, John; Shinde, A.; Zarrouk, Sadiq; Newson, Juliet; Mannington, W.I.",Computer Modelling Retrospective on Wairakei and Ohaaki,,,,,,,20/04/2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Michael-Osullivan-28/publication/275652265_Computer_Modelling_Retrospective_on_Wairakei_and_Ohaaki/links/56970d0808aea2d743749efb/Computer-Modelling-Retrospective-on-Wairakei-and-Ohaaki.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNJUA7E8,conferencePaper,2015,"Ratouis, Thomas M P; O’Sullivan, Michael; O’Sullivan, John",An Updated Numerical Model of Rotorua Geothermal Field,Proceedings World Geothermal Congress,,,,,"The Rotorua geothermal field is situated at the southern margin of the Rotorua Caldera in the Taupo Volcanic Zone, New Zealand. The Rotorua system lies beneath a major city and has a unique abundance of natural features of great cultural, economic and scientific value. However from the 1950’s onwards, intensive extraction of fluid and heat from over 900 shallow wells for commercial and industrial purposes, mainly heating and bathing, resulted in a decline of the surface features. In 1986, a bore closure program was enforced and geyser activity and hot springs have rejuvenated progressively with some springs overflowing recently for the first time in over 30 years.",2015,22/06/2022 23:46,22/06/2022 23:46,,14,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\User\Zotero\storage\YWPJRS6A\Ratouis et al. - An Updated Numerical Model of Rotorua Geothermal F.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
XKN524MV,conferencePaper,2015,"Koros, Wesley; O’Sullivan, John; Pogacnik, Justin; O'Sullivan, Michael J.; Ryan, Graham",Comparison of coupled one-dimensional subsidence models,Proceedings World Geothermal Congress,,,,,,2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
7EEWGXHG,conferencePaper,2015,"Austria Jr.,, Jaime Jemuel C.; O'Sullivan, Michael J.; Doherty, John",Dual Porosity Models of a Discharge Test,Proceedings World Geothermal Congress,,,,,,2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
A4YGKT2L,conferencePaper,2015,"Rman, Nina; Lapanje, Andrej; Prestor, Joerg; O'Sullivan, Michael; Brenčič, Mihael",Effects of regional production of thermal water on low-temperature geothermal aquifers in north-east Slovenia,Proceedings World Geothermal Congress,,,,,,20/04/2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Nina-Rman/publication/275652211_Effects_of_regional_production_of_thermal_water_on_low-temperature_geothermal_aquifers_in_north-east_Slovenia/links/555f601a08ae9963a118b11f/Effects-of-regional-production-of-thermal-water-on-low-temperature-geothermal-aquifers-in-north-east-Slovenia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
52IIUGCY,conferencePaper,2015,"Yeh, A.; O'Sullivan, Michael J.; Boyce-Bacon, J.",Review of Deliverability Models Used in Geothermal Reservoir Simulations,Proceedings World Geothermal Congress,,,,,,2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
S3ED9SIC,conferencePaper,2015,"Ciriaco, Anthony E.; O'Sullivan, Michael J.","3D dual porosity modeling of tracer transport in Palinpinon I geothermal field, Philippines",Proceedings World Geothermal Congress,,,,,,2015,22/06/2022 23:46,22/06/2022 23:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,World Geothermal Congress,,,,,,,,,,,,,,,
KBI5I33P,conferencePaper,2015,"Adams, Benjamin; McKenzie, Grant; Gahegan, Mark",Frankenplace: Interactive Thematic Mapping for Ad Hoc Exploratory Search,Proceedings of the 24th International Conference on World Wide Web,978-1-4503-3469-3,,10.1145/2736277.2741137,https://dl.acm.org/doi/10.1145/2736277.2741137,,18/05/2015,22/06/2022 23:46,22/06/2022 23:46,13/06/2022 0:37,Dec-22,,,,,,Frankenplace,,,,,International World Wide Web Conferences Steering Committee,Florence Italy,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WWW '15: 24th International World Wide Web Conference,,,,,,,,,,,,,,,
VGLVEGKN,bookSection,2015,"Majstorovic, Dragana; Wimmer, Maria A.; Lay-Yee, Roy; Davis, Peter; Ahrweiler, Petra",Features and Added Value of Simulation Models Using Different Modelling Approaches Supporting Policy-Making: A Comparative Analysis,Public Administration and Information Technology,978-3-319-12783-5,,,,"Using computer simulations in examining, explaining and predicting social processes and relationships as well as measuring possible impact of policies has become an important part of policy-making. This chapter presents a comparative analysis of simulation models utilised in the field of policy-making. Different models and modelling theories and approaches are examined and compared to each other with respect to their role in public decision-making processes. The analysis has shown that none of the theories alone is able to address all aspects of complex policy interactions, which indicates the need for the development of hybrid simulation models consisting of a combinatory set of models built on different modelling theories. Building such hybrid simulation models will demand also the development of new and more comprehensive simulation modelling platforms.",4/06/2015,22/06/2022 23:46,22/06/2022 23:46,,95-123,,,,,,Features and Added Value of Simulation Models Using Different Modelling Approaches Supporting Policy-Making,,,,,,,,,,,,ResearchGate,,Journal Abbreviation: Public Administration and Information Technology DOI: 10.1007/978-3-319-12784-2_6,,,https://www.researchgate.net/publication/280064885_Features_and_Added_Value_of_Simulation_Models_Using_Different_Modelling_Approaches_Supporting_Policy-Making_A_Comparative_Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDXQMZLB,journalArticle,2019,"Kukutai, Tahu; Cormack, Donna",Mana motuhake ā-raraunga: datafication and social science research in Aotearoa,Kōtuitui: New Zealand Journal of Social Sciences Online,,1177-083X,10.1080/1177083X.2019.1648304,https://www.tandfonline.com/doi/full/10.1080/1177083X.2019.1648304,,3/07/2019,22/06/2022 23:46,22/06/2022 23:46,17/06/2022 1:18,201-208,,2,14,,Kōtuitui: New Zealand Journal of Social Sciences Online,Mana motuhake ā-raraunga,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\9WI97WGZ\Kukutai and Cormack - 2019 - Mana motuhake ā-raraunga datafication and social .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2F4AAGT,journalArticle,2019,"Salmon, Rhian A.; Priestley, Rebecca K.","Celebrating IPY Education, Outreach and Engagement – 10 years on",Polar Record,,"0032-2474, 1475-3057",10.1017/S0032247419000494,https://www.cambridge.org/core/product/identifier/S0032247419000494/type/journal_article,,2019-07,22/06/2022 23:46,22/06/2022 23:46,17/06/2022 1:18,199-202,,4,55,,Polar Record,,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\User\Zotero\storage\588RWM9M\Salmon and Priestley - 2019 - Celebrating IPY Education, Outreach and Engagement.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28UKSC8F,journalArticle,2019,"Prebble, Matthew; Anderson, Atholl J.; Augustinus, Paul; Emmitt, Joshua; Fallon, Stewart J.; Furey, Louise L.; Holdaway, Simon J.; Jorgensen, Alex; Ladefoged, Thegn N.; Matthews, Peter J.; Meyer, Jean-Yves; Phillipps, Rebecca; Wallace, Rod; Porch, Nicholas",Early tropical crop production in marginal subtropical and temperate Polynesia,Proceedings of the National Academy of Sciences,,"0027-8424, 1091-6490",10.1073/pnas.1821732116,https://pnas.org/doi/full/10.1073/pnas.1821732116,"Significance                            Fossil evidence shows that Polynesians introduced the tropical crop taro (               Colocasia esculenta               ) during initial colonization of the subtropical South Pacific islands and temperate New Zealand after 1200 CE, establishing garden ecosystems with similar commensal plants and invertebrates. Sedimentary charcoal and fossil remains indicate how frequent burning and perennial cultivation overcame the ecological constraints for taro production, particularly the temperate forest cover of New Zealand. An increase in short-lived plants, indicating a transition toward higher-intensity production, followed rapid woody forest decline and species extinctions on all islands. The relatively recent fossil records from the subtropical and temperate islands of Polynesia provide unique insights into the ecological processes behind the spread of Neolithic crops into areas marginal for production.                        ,                             Polynesians introduced the tropical crop taro (               Colocasia esculenta               ) to temperate New Zealand after 1280 CE, but evidence for its cultivation is limited. This contrasts with the abundant evidence for big game hunting, raising longstanding questions of the initial economic and ecological importance of crop production. Here we compare fossil data from wetland sedimentary deposits indicative of taro and leaf vegetable (including               Sonchus               and               Rorippa               spp.) cultivation from Ahuahu, a northern New Zealand offshore island, with Raivavae and Rapa, both subtropical islands in French Polynesia. Preservation of taro pollen on all islands between 1300 CE and 1550 CE indicates perennial cultivation over multiple growing seasons, as plants rarely flower when frequently harvested. The pollen cooccurs with previously undetected fossil remains of extinct trees, as well as many weeds and commensal invertebrates common to tropical Polynesian gardens. Sedimentary charcoal and charred plant remains show that fire use rapidly reduced forest cover, particularly on Ahuahu. Fires were less frequent by 1500 CE on all islands as forest cover diminished, and short-lived plants increased, indicating higher-intensity production. The northern offshore islands of New Zealand were likely preferred sites for early gardens where taro production was briefly attempted, before being supplanted by sweet potato (               Ipomoea batatas               ), a more temperate climate-adapted crop, which was later established in large-scale cultivation systems on the mainland after 1500 CE.",30/04/2019,22/06/2022 23:46,22/06/2022 23:46,17/06/2022 1:18,8824-8833,,18,116,,Proc. Natl. Acad. Sci. U.S.A.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\User\Zotero\storage\23L7VBFL\Prebble et al. - 2019 - Early tropical crop production in marginal subtrop.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
